created_date,account_name,campaign_objective,impressions,reach,clicks,link_clicks,content_views,add_to_cart,purchase,purchase_value,amount_spent,month,is_weekend,is_ramadhan,client_name,industry,ctr_percentage,cpc,cvr_percentage,roas,aov,cpr
2023-03-16,Client D - Beauty,Traffic,563294,86724,49394,46265,0,0,0,0.0,2542023.0,2023-03,False,False,Client D,Beauty,8.77,55.0,0.0,0.0,0.0,0.0
2023-03-16,Client D - Beauty,Sales,852412,118362,84539,13910,1800,882,974,7474156.0,3194355.0,2023-03,False,False,Client D,Beauty,9.92,230.0,7.0,2.34,7674.0,3280.0
2023-03-16,Client E - FMCG,Traffic,504508,150210,49344,37771,0,0,0,0.0,4520817.0,2023-03,False,False,Client E,FMCG,9.78,120.0,0.0,0.0,0.0,0.0
2023-03-16,Client F - FMCG,Sales,865551,324798,74803,28381,2106,339,537,3029361.0,3620995.0,2023-03,False,False,Client F,FMCG,8.64,128.0,1.89,0.84,5641.0,6743.0
2023-03-17,Client A - Fashion,Traffic,612553,377186,49725,23567,0,0,0,0.0,4626244.0,2023-03,False,False,Client A,Fashion,8.12,196.0,0.0,0.0,0.0,0.0
2023-03-17,Client B - Beauty,Traffic,362807,238882,79861,37646,0,0,0,0.0,2300523.0,2023-03,False,False,Client B,Beauty,22.01,61.0,0.0,0.0,0.0,0.0
2023-03-17,Client B - Beauty,Sales,376678,158297,45073,37237,3074,515,840,4142948.0,4154276.0,2023-03,False,False,Client B,Beauty,11.97,112.0,2.26,1.0,4932.0,4946.0
2023-03-17,Client C - Fashion,Traffic,837214,267325,35469,26433,0,0,0,0.0,4149931.0,2023-03,False,False,Client C,Fashion,4.24,157.0,0.0,0.0,0.0,0.0
2023-03-17,Client C - Fashion,Sales,994319,153475,26972,23478,5506,870,588,6949192.0,310830.0,2023-03,False,False,Client C,Fashion,2.71,13.0,2.5,22.36,11818.0,529.0
2023-03-17,Client D - Beauty,Traffic,801616,409606,93950,43833,0,0,0,0.0,3595959.0,2023-03,False,False,Client D,Beauty,11.72,82.0,0.0,0.0,0.0,0.0
2023-03-17,Client D - Beauty,Sales,956957,351427,38404,21724,5980,803,173,3400630.0,3282504.0,2023-03,False,False,Client D,Beauty,4.01,151.0,0.8,1.04,19657.0,18974.0
2023-03-17,Client E - FMCG,Traffic,893901,490182,50310,5672,0,0,0,0.0,439333.0,2023-03,False,False,Client E,FMCG,5.63,77.0,0.0,0.0,0.0,0.0
2023-03-17,Client F - FMCG,Traffic,455256,369596,69004,33380,0,0,0,0.0,2391447.0,2023-03,False,False,Client F,FMCG,15.16,72.0,0.0,0.0,0.0,0.0
2023-03-17,Client F - FMCG,Sales,315663,162885,98745,24706,8008,301,661,1076482.0,2320248.0,2023-03,False,False,Client F,FMCG,31.28,94.0,2.68,0.46,1629.0,3510.0
2023-03-18,Client A - Fashion,Traffic,740241,151641,58575,5754,0,0,0,0.0,3286061.0,2023-03,True,False,Client A,Fashion,7.91,571.0,0.0,0.0,0.0,0.0
2023-03-18,Client A - Fashion,Sales,952079,428059,79413,19816,7414,559,971,7477113.0,4192549.0,2023-03,True,False,Client A,Fashion,8.34,212.0,4.9,1.78,7700.0,4318.0
2023-03-18,Client B - Beauty,Sales,592078,458523,57904,44352,4468,477,777,4541506.0,505864.0,2023-03,True,False,Client B,Beauty,9.78,11.0,1.75,8.98,5845.0,651.0
2023-03-18,Client C - Fashion,Traffic,600060,147322,61221,40168,0,0,0,0.0,3792557.0,2023-03,True,False,Client C,Fashion,10.2,94.0,0.0,0.0,0.0,0.0
2023-03-18,Client D - Beauty,Traffic,797942,442275,81268,12213,0,0,0,0.0,1708669.0,2023-03,True,False,Client D,Beauty,10.18,140.0,0.0,0.0,0.0,0.0
2023-03-18,Client E - FMCG,Traffic,651380,241826,44774,13088,0,0,0,0.0,138649.0,2023-03,True,False,Client E,FMCG,6.87,11.0,0.0,0.0,0.0,0.0
2023-03-18,Client E - FMCG,Sales,987500,236543,87838,38145,7049,652,964,2231021.0,4756215.0,2023-03,True,False,Client E,FMCG,8.89,125.0,2.53,0.47,2314.0,4934.0
2023-03-18,Client F - FMCG,Traffic,778226,459451,13819,7105,0,0,0,0.0,3140744.0,2023-03,True,False,Client F,FMCG,1.78,442.0,0.0,0.0,0.0,0.0
2023-03-18,Client F - FMCG,Sales,317402,61696,34349,11287,1712,771,265,399281.0,1774384.0,2023-03,True,False,Client F,FMCG,10.82,157.0,2.35,0.23,1507.0,6696.0
2023-03-19,Client A - Fashion,Traffic,805621,94792,60566,42611,0,0,0,0.0,4395551.0,2023-03,True,False,Client A,Fashion,7.52,103.0,0.0,0.0,0.0,0.0
2023-03-19,Client A - Fashion,Sales,492259,51456,50488,38830,6993,971,665,3273466.0,2815269.0,2023-03,True,False,Client A,Fashion,10.26,73.0,1.71,1.16,4923.0,4233.0
2023-03-19,Client C - Fashion,Traffic,925458,140269,95491,22428,0,0,0,0.0,3026374.0,2023-03,True,False,Client C,Fashion,10.32,135.0,0.0,0.0,0.0,0.0
2023-03-19,Client C - Fashion,Sales,792225,453457,36873,17377,5477,700,856,1547053.0,292027.0,2023-03,True,False,Client C,Fashion,4.65,17.0,4.93,5.3,1807.0,341.0
2023-03-19,Client D - Beauty,Traffic,833176,76135,86031,32947,0,0,0,0.0,3290223.0,2023-03,True,False,Client D,Beauty,10.33,100.0,0.0,0.0,0.0,0.0
2023-03-19,Client E - FMCG,Traffic,504479,427915,51180,35332,0,0,0,0.0,3582967.0,2023-03,True,False,Client E,FMCG,10.15,101.0,0.0,0.0,0.0,0.0
2023-03-19,Client E - FMCG,Sales,712966,402606,38337,25367,4544,782,771,7558364.0,1531953.0,2023-03,True,False,Client E,FMCG,5.38,60.0,3.04,4.93,9803.0,1987.0
2023-03-20,Client A - Fashion,Traffic,918341,118266,25807,12419,0,0,0,0.0,988562.0,2023-03,False,False,Client A,Fashion,2.81,80.0,0.0,0.0,0.0,0.0
2023-03-20,Client A - Fashion,Sales,865238,149157,33596,19647,8974,431,118,4382227.0,3920232.0,2023-03,False,False,Client A,Fashion,3.88,200.0,0.6,1.12,37138.0,33222.0
2023-03-20,Client B - Beauty,Traffic,623134,382107,62908,12147,0,0,0,0.0,4976714.0,2023-03,False,False,Client B,Beauty,10.1,410.0,0.0,0.0,0.0,0.0
2023-03-20,Client B - Beauty,Sales,956879,463936,71302,15879,8124,831,168,2339552.0,1381969.0,2023-03,False,False,Client B,Beauty,7.45,87.0,1.06,1.69,13926.0,8226.0
2023-03-20,Client C - Fashion,Sales,738972,460747,59206,10255,1320,937,715,5805665.0,1219010.0,2023-03,False,False,Client C,Fashion,8.01,119.0,6.97,4.76,8120.0,1705.0
2023-03-20,Client D - Beauty,Sales,532414,322455,94357,36344,7103,925,570,3437855.0,3347925.0,2023-03,False,False,Client D,Beauty,17.72,92.0,1.57,1.03,6031.0,5874.0
2023-03-20,Client E - FMCG,Traffic,872955,455105,85929,38561,0,0,0,0.0,3016401.0,2023-03,False,False,Client E,FMCG,9.84,78.0,0.0,0.0,0.0,0.0
2023-03-20,Client E - FMCG,Sales,485900,141393,62509,13229,5303,778,534,1896696.0,1800874.0,2023-03,False,False,Client E,FMCG,12.86,136.0,4.04,1.05,3552.0,3372.0
2023-03-20,Client F - FMCG,Traffic,383868,208874,56650,21038,0,0,0,0.0,1224455.0,2023-03,False,False,Client F,FMCG,14.76,58.0,0.0,0.0,0.0,0.0
2023-03-20,Client F - FMCG,Sales,509784,420125,29965,28570,3806,668,851,4985104.0,1151986.0,2023-03,False,False,Client F,FMCG,5.88,40.0,2.98,4.33,5858.0,1354.0
2023-03-21,Client A - Fashion,Traffic,925773,168732,59590,27053,0,0,0,0.0,2444016.0,2023-03,False,False,Client A,Fashion,6.44,90.0,0.0,0.0,0.0,0.0
2023-03-21,Client A - Fashion,Sales,239863,78802,92526,43062,3992,176,492,7795158.0,3928451.0,2023-03,False,False,Client A,Fashion,38.57,91.0,1.14,1.98,15844.0,7985.0
2023-03-21,Client C - Fashion,Sales,860438,300246,84671,38402,1275,535,32,3625664.0,1771528.0,2023-03,False,False,Client C,Fashion,9.84,46.0,0.08,2.05,113302.0,55360.0
2023-03-21,Client D - Beauty,Traffic,624343,317134,50799,14112,0,0,0,0.0,2479403.0,2023-03,False,False,Client D,Beauty,8.14,176.0,0.0,0.0,0.0,0.0
2023-03-21,Client F - FMCG,Traffic,500777,403173,61743,43753,0,0,0,0.0,2545148.0,2023-03,False,False,Client F,FMCG,12.33,58.0,0.0,0.0,0.0,0.0
2023-03-21,Client F - FMCG,Sales,889653,152981,61618,31043,5820,557,800,170352.0,921891.0,2023-03,False,False,Client F,FMCG,6.93,30.0,2.58,0.18,213.0,1152.0
2023-03-22,Client A - Fashion,Traffic,872966,372890,62809,32354,0,0,0,0.0,1621025.0,2023-03,False,True,Client A,Fashion,7.19,50.0,0.0,0.0,0.0,0.0
2023-03-22,Client A - Fashion,Sales,658077,73297,24214,11150,8472,592,140,6653088.0,4347476.0,2023-03,False,True,Client A,Fashion,3.68,390.0,1.26,1.53,47522.0,31053.0
2023-03-22,Client B - Beauty,Sales,929237,413357,84699,41334,8389,266,273,7718409.0,3395852.0,2023-03,False,True,Client B,Beauty,9.11,82.0,0.66,2.27,28273.0,12439.0
2023-03-22,Client C - Fashion,Traffic,988863,154640,54428,16008,0,0,0,0.0,493347.0,2023-03,False,True,Client C,Fashion,5.5,31.0,0.0,0.0,0.0,0.0
2023-03-22,Client C - Fashion,Sales,496318,491384,51461,14421,2797,882,941,5698363.0,4291615.0,2023-03,False,True,Client C,Fashion,10.37,298.0,6.53,1.33,6056.0,4561.0
2023-03-22,Client D - Beauty,Traffic,892407,133980,10642,6365,0,0,0,0.0,4623785.0,2023-03,False,True,Client D,Beauty,1.19,726.0,0.0,0.0,0.0,0.0
2023-03-22,Client D - Beauty,Sales,819057,215191,78355,21767,4433,925,10,2920541.0,3171454.0,2023-03,False,True,Client D,Beauty,9.57,146.0,0.05,0.92,292054.0,317145.0
2023-03-22,Client E - FMCG,Traffic,207008,91145,84270,44459,0,0,0,0.0,2059248.0,2023-03,False,True,Client E,FMCG,40.71,46.0,0.0,0.0,0.0,0.0
2023-03-22,Client F - FMCG,Traffic,864574,239217,64977,8363,0,0,0,0.0,3429037.0,2023-03,False,True,Client F,FMCG,7.52,410.0,0.0,0.0,0.0,0.0
2023-03-22,Client F - FMCG,Sales,554428,218702,28178,11400,9341,285,186,1432605.0,233534.0,2023-03,False,True,Client F,FMCG,5.08,20.0,1.63,6.13,7702.0,1256.0
2023-03-23,Client A - Fashion,Traffic,949650,79586,86760,9807,0,0,0,0.0,1822058.0,2023-03,False,True,Client A,Fashion,9.14,186.0,0.0,0.0,0.0,0.0
2023-03-23,Client B - Beauty,Traffic,483034,183631,79989,45001,0,0,0,0.0,547710.0,2023-03,False,True,Client B,Beauty,16.56,12.0,0.0,0.0,0.0,0.0
2023-03-23,Client B - Beauty,Sales,333195,285249,82080,32947,4857,624,523,3179782.0,1232029.0,2023-03,False,True,Client B,Beauty,24.63,37.0,1.59,2.58,6080.0,2356.0
2023-03-23,Client C - Fashion,Traffic,543999,248208,31591,30881,0,0,0,0.0,2490510.0,2023-03,False,True,Client C,Fashion,5.81,81.0,0.0,0.0,0.0,0.0
2023-03-23,Client D - Beauty,Traffic,512848,393752,75051,23412,0,0,0,0.0,2153432.0,2023-03,False,True,Client D,Beauty,14.63,92.0,0.0,0.0,0.0,0.0
2023-03-23,Client D - Beauty,Sales,920423,376941,41912,6357,3237,158,253,6978089.0,3394537.0,2023-03,False,True,Client D,Beauty,4.55,534.0,3.98,2.06,27581.0,13417.0
2023-03-23,Client E - FMCG,Sales,866165,113190,89381,23139,6844,951,527,3501986.0,3779238.0,2023-03,False,True,Client E,FMCG,10.32,163.0,2.28,0.93,6645.0,7171.0
2023-03-23,Client F - FMCG,Sales,886335,442912,43530,27346,3644,922,370,3651126.0,2960172.0,2023-03,False,True,Client F,FMCG,4.91,108.0,1.35,1.23,9868.0,8000.0
2023-03-24,Client A - Fashion,Sales,769374,147614,95002,24536,8456,967,349,4534913.0,1987539.0,2023-03,False,True,Client A,Fashion,12.35,81.0,1.42,2.28,12994.0,5695.0
2023-03-24,Client B - Beauty,Traffic,400013,83319,61501,32880,0,0,0,0.0,1677277.0,2023-03,False,True,Client B,Beauty,15.37,51.0,0.0,0.0,0.0,0.0
2023-03-24,Client C - Fashion,Traffic,843583,70556,32507,17250,0,0,0,0.0,772077.0,2023-03,False,True,Client C,Fashion,3.85,45.0,0.0,0.0,0.0,0.0
2023-03-24,Client C - Fashion,Sales,648616,469328,75895,40882,7614,699,773,5898563.0,1355250.0,2023-03,False,True,Client C,Fashion,11.7,33.0,1.89,4.35,7631.0,1753.0
2023-03-24,Client D - Beauty,Traffic,523213,460166,60514,28252,0,0,0,0.0,2863969.0,2023-03,False,True,Client D,Beauty,11.57,101.0,0.0,0.0,0.0,0.0
2023-03-24,Client E - FMCG,Traffic,454866,250182,66391,22385,0,0,0,0.0,1124340.0,2023-03,False,True,Client E,FMCG,14.6,50.0,0.0,0.0,0.0,0.0
2023-03-24,Client F - FMCG,Traffic,871855,322088,42112,38155,0,0,0,0.0,4936672.0,2023-03,False,True,Client F,FMCG,4.83,129.0,0.0,0.0,0.0,0.0
2023-03-24,Client F - FMCG,Sales,267781,108874,59754,45393,1504,395,199,1769383.0,1965568.0,2023-03,False,True,Client F,FMCG,22.31,43.0,0.44,0.9,8891.0,9877.0
2023-03-25,Client A - Fashion,Traffic,885958,337833,98116,10548,0,0,0,0.0,3143310.0,2023-03,True,True,Client A,Fashion,11.07,298.0,0.0,0.0,0.0,0.0
2023-03-25,Client A - Fashion,Sales,629639,384252,56418,10210,6617,763,603,6951447.0,166287.0,2023-03,True,True,Client A,Fashion,8.96,16.0,5.91,41.8,11528.0,276.0
2023-03-25,Client B - Beauty,Traffic,638048,88992,57633,41587,0,0,0,0.0,2463501.0,2023-03,True,True,Client B,Beauty,9.03,59.0,0.0,0.0,0.0,0.0
2023-03-25,Client B - Beauty,Sales,387514,277409,99006,6208,1369,760,673,5864243.0,1685524.0,2023-03,True,True,Client B,Beauty,25.55,272.0,10.84,3.48,8714.0,2504.0
2023-03-25,Client C - Fashion,Traffic,416671,309580,99022,18287,0,0,0,0.0,3689247.0,2023-03,True,True,Client C,Fashion,23.77,202.0,0.0,0.0,0.0,0.0
2023-03-25,Client C - Fashion,Sales,340048,215228,29971,19294,8878,898,908,2987995.0,4661567.0,2023-03,True,True,Client C,Fashion,8.81,242.0,4.71,0.64,3291.0,5134.0
2023-03-25,Client E - FMCG,Traffic,160044,101365,94415,18658,0,0,0,0.0,1782840.0,2023-03,True,True,Client E,FMCG,58.99,96.0,0.0,0.0,0.0,0.0
2023-03-25,Client E - FMCG,Sales,977440,494713,68912,25492,3681,854,418,3200573.0,1440713.0,2023-03,True,True,Client E,FMCG,7.05,57.0,1.64,2.22,7657.0,3447.0
2023-03-25,Client F - FMCG,Traffic,552899,71186,53105,9643,0,0,0,0.0,2398924.0,2023-03,True,True,Client F,FMCG,9.6,249.0,0.0,0.0,0.0,0.0
2023-03-26,Client B - Beauty,Traffic,346742,101351,31044,21821,0,0,0,0.0,1362787.0,2023-03,True,True,Client B,Beauty,8.95,62.0,0.0,0.0,0.0,0.0
2023-03-26,Client B - Beauty,Sales,729641,329622,51075,40442,5695,785,963,4717515.0,4725695.0,2023-03,True,True,Client B,Beauty,7.0,117.0,2.38,1.0,4899.0,4907.0
2023-03-26,Client D - Beauty,Traffic,784272,404512,55696,18110,0,0,0,0.0,4601934.0,2023-03,True,True,Client D,Beauty,7.1,254.0,0.0,0.0,0.0,0.0
2023-03-26,Client D - Beauty,Sales,418968,199189,96083,24437,6068,642,598,3349196.0,4403179.0,2023-03,True,True,Client D,Beauty,22.93,180.0,2.45,0.76,5601.0,7363.0
2023-03-26,Client E - FMCG,Traffic,606322,460519,95586,48293,0,0,0,0.0,970429.0,2023-03,True,True,Client E,FMCG,15.76,20.0,0.0,0.0,0.0,0.0
2023-03-26,Client E - FMCG,Sales,482134,312268,48562,25790,8614,837,814,5388385.0,4806975.0,2023-03,True,True,Client E,FMCG,10.07,186.0,3.16,1.12,6620.0,5905.0
2023-03-26,Client F - FMCG,Sales,941568,311835,28578,16225,8189,883,461,5380441.0,3418918.0,2023-03,True,True,Client F,FMCG,3.04,211.0,2.84,1.57,11671.0,7416.0
2023-03-27,Client A - Fashion,Traffic,792213,239302,71720,15667,0,0,0,0.0,3352853.0,2023-03,False,True,Client A,Fashion,9.05,214.0,0.0,0.0,0.0,0.0
2023-03-27,Client A - Fashion,Sales,498584,393194,89679,42624,3913,980,225,1709029.0,4263416.0,2023-03,False,True,Client A,Fashion,17.99,100.0,0.53,0.4,7596.0,18949.0
2023-03-27,Client D - Beauty,Traffic,536116,212623,36422,13897,0,0,0,0.0,3565309.0,2023-03,False,True,Client D,Beauty,6.79,257.0,0.0,0.0,0.0,0.0
2023-03-27,Client E - FMCG,Traffic,784887,139405,96828,24683,0,0,0,0.0,3971749.0,2023-03,False,True,Client E,FMCG,12.34,161.0,0.0,0.0,0.0,0.0
2023-03-27,Client E - FMCG,Sales,166124,98417,62216,27006,8402,681,771,6949731.0,1370389.0,2023-03,False,True,Client E,FMCG,37.45,51.0,2.85,5.07,9014.0,1777.0
2023-03-27,Client F - FMCG,Sales,537361,323428,11054,9366,6141,880,793,3706813.0,2636091.0,2023-03,False,True,Client F,FMCG,2.06,281.0,8.47,1.41,4674.0,3324.0
2023-03-28,Client A - Fashion,Traffic,782363,369646,94567,39693,0,0,0,0.0,256973.0,2023-03,False,True,Client A,Fashion,12.09,6.0,0.0,0.0,0.0,0.0
2023-03-28,Client A - Fashion,Sales,427199,103727,14567,14091,4458,327,651,6357598.0,3494553.0,2023-03,False,True,Client A,Fashion,3.41,248.0,4.62,1.82,9766.0,5368.0
2023-03-28,Client B - Beauty,Traffic,151553,119936,92568,48395,0,0,0,0.0,4687784.0,2023-03,False,True,Client B,Beauty,61.08,97.0,0.0,0.0,0.0,0.0
2023-03-28,Client B - Beauty,Sales,518705,280700,36668,22861,5910,874,685,6383055.0,3363000.0,2023-03,False,True,Client B,Beauty,7.07,147.0,3.0,1.9,9318.0,4909.0
2023-03-28,Client D - Beauty,Traffic,645266,417217,82813,46073,0,0,0,0.0,4824851.0,2023-03,False,True,Client D,Beauty,12.83,105.0,0.0,0.0,0.0,0.0
2023-03-28,Client D - Beauty,Sales,866229,361548,79407,12162,2482,205,302,5822548.0,3190498.0,2023-03,False,True,Client D,Beauty,9.17,262.0,2.48,1.82,19280.0,10565.0
2023-03-28,Client E - FMCG,Traffic,874367,227937,65669,47627,0,0,0,0.0,4128798.0,2023-03,False,True,Client E,FMCG,7.51,87.0,0.0,0.0,0.0,0.0
2023-03-28,Client E - FMCG,Sales,786401,366906,69096,35857,1891,973,249,7699492.0,2400458.0,2023-03,False,True,Client E,FMCG,8.79,67.0,0.69,3.21,30922.0,9640.0
2023-03-29,Client A - Fashion,Sales,514663,394576,94831,28308,2160,482,816,7024965.0,3991056.0,2023-03,False,True,Client A,Fashion,18.43,141.0,2.88,1.76,8609.0,4891.0
2023-03-29,Client C - Fashion,Traffic,985134,428576,91081,36264,0,0,0,0.0,630486.0,2023-03,False,True,Client C,Fashion,9.25,17.0,0.0,0.0,0.0,0.0
2023-03-29,Client C - Fashion,Sales,895664,171974,28403,5671,5454,657,934,2199404.0,4203378.0,2023-03,False,True,Client C,Fashion,3.17,741.0,16.47,0.52,2355.0,4500.0
2023-03-29,Client D - Beauty,Traffic,575412,383165,87909,28825,0,0,0,0.0,3440570.0,2023-03,False,True,Client D,Beauty,15.28,119.0,0.0,0.0,0.0,0.0
2023-03-29,Client D - Beauty,Sales,824500,185409,88322,39048,3158,252,22,3067230.0,4822802.0,2023-03,False,True,Client D,Beauty,10.71,124.0,0.06,0.64,139420.0,219218.0
2023-03-29,Client E - FMCG,Traffic,964089,221896,35563,7304,0,0,0,0.0,3592912.0,2023-03,False,True,Client E,FMCG,3.69,492.0,0.0,0.0,0.0,0.0
2023-03-29,Client F - FMCG,Traffic,919568,494539,36289,21385,0,0,0,0.0,1685211.0,2023-03,False,True,Client F,FMCG,3.95,79.0,0.0,0.0,0.0,0.0
2023-03-29,Client F - FMCG,Sales,670087,244305,85359,38784,2442,496,846,1005023.0,648291.0,2023-03,False,True,Client F,FMCG,12.74,17.0,2.18,1.55,1188.0,766.0
2023-03-30,Client A - Fashion,Traffic,680444,417485,46144,19046,0,0,0,0.0,2473666.0,2023-03,False,True,Client A,Fashion,6.78,130.0,0.0,0.0,0.0,0.0
2023-03-30,Client A - Fashion,Sales,968943,122087,41537,13564,6926,864,508,4279569.0,4825326.0,2023-03,False,True,Client A,Fashion,4.29,356.0,3.75,0.89,8424.0,9499.0
2023-03-30,Client B - Beauty,Sales,715971,378103,35496,10675,9737,939,390,5056385.0,3168699.0,2023-03,False,True,Client B,Beauty,4.96,297.0,3.65,1.6,12965.0,8125.0
2023-03-30,Client C - Fashion,Traffic,953522,496279,49095,22307,0,0,0,0.0,3842997.0,2023-03,False,True,Client C,Fashion,5.15,172.0,0.0,0.0,0.0,0.0
2023-03-30,Client C - Fashion,Sales,515601,206350,31466,29481,7473,701,77,173415.0,1539086.0,2023-03,False,True,Client C,Fashion,6.1,52.0,0.26,0.11,2252.0,19988.0
2023-03-30,Client D - Beauty,Traffic,378180,319336,36590,5850,0,0,0,0.0,4538736.0,2023-03,False,True,Client D,Beauty,9.68,776.0,0.0,0.0,0.0,0.0
2023-03-30,Client E - FMCG,Sales,430266,102736,38384,37913,6366,630,792,3993427.0,4871270.0,2023-03,False,True,Client E,FMCG,8.92,128.0,2.09,0.82,5042.0,6151.0
2023-03-30,Client F - FMCG,Traffic,622778,240530,52075,39162,0,0,0,0.0,4103659.0,2023-03,False,True,Client F,FMCG,8.36,105.0,0.0,0.0,0.0,0.0
2023-03-31,Client A - Fashion,Sales,833877,205764,15693,14453,9609,670,991,6792259.0,533335.0,2023-03,False,True,Client A,Fashion,1.88,37.0,6.86,12.74,6854.0,538.0
2023-03-31,Client C - Fashion,Sales,725692,214421,63554,15605,8353,906,916,2591550.0,4153797.0,2023-03,False,True,Client C,Fashion,8.76,266.0,5.87,0.62,2829.0,4535.0
2023-03-31,Client E - FMCG,Traffic,551261,118637,83007,18198,0,0,0,0.0,2862867.0,2023-03,False,True,Client E,FMCG,15.06,157.0,0.0,0.0,0.0,0.0
2023-03-31,Client F - FMCG,Traffic,881867,117103,54887,45494,0,0,0,0.0,1896635.0,2023-03,False,True,Client F,FMCG,6.22,42.0,0.0,0.0,0.0,0.0
2023-03-31,Client F - FMCG,Sales,910965,107522,76690,17812,1094,571,540,1240298.0,2169333.0,2023-03,False,True,Client F,FMCG,8.42,122.0,3.03,0.57,2297.0,4017.0
2023-04-01,Client A - Fashion,Traffic,1079844,634706,116692,34856,0,0,0,0.0,6204458.0,2023-04,True,True,Client A,Fashion,10.81,178.0,0.0,0.0,0.0,0.0
2023-04-01,Client A - Fashion,Sales,1674924,168240,39664,26004,2756,1128,1320,2857932.0,8518968.0,2023-04,True,True,Client A,Fashion,2.37,328.0,5.08,0.34,2165.0,6454.0
2023-04-01,Client B - Beauty,Traffic,776546,446628,186682,46696,0,0,0,0.0,5328408.0,2023-04,True,True,Client B,Beauty,24.04,114.0,0.0,0.0,0.0,0.0
2023-04-01,Client B - Beauty,Sales,1125046,218940,173594,76404,13316,360,1088,9621184.0,9167182.0,2023-04,True,True,Client B,Beauty,15.43,120.0,1.42,1.05,8843.0,8426.0
2023-04-01,Client C - Fashion,Sales,489540,211160,160484,89168,11118,1256,244,15309090.0,7371030.0,2023-04,True,True,Client C,Fashion,32.78,83.0,0.27,2.08,62742.0,30209.0
2023-04-01,Client E - FMCG,Traffic,1400252,508054,122606,17780,0,0,0,0.0,5476612.0,2023-04,True,True,Client E,FMCG,8.76,308.0,0.0,0.0,0.0,0.0
2023-04-01,Client E - FMCG,Sales,1325412,106304,135360,62828,8042,1934,724,7659610.0,9969022.0,2023-04,True,True,Client E,FMCG,10.21,159.0,1.15,0.77,10580.0,13769.0
2023-04-01,Client F - FMCG,Traffic,1958550,782168,146874,26478,0,0,0,0.0,228746.0,2023-04,True,True,Client F,FMCG,7.5,9.0,0.0,0.0,0.0,0.0
2023-04-02,Client A - Fashion,Traffic,1774144,145314,79796,78972,0,0,0,0.0,5819048.0,2023-04,True,True,Client A,Fashion,4.5,74.0,0.0,0.0,0.0,0.0
2023-04-02,Client A - Fashion,Sales,1432212,995920,103924,47746,19948,1242,1486,9382134.0,4153364.0,2023-04,True,True,Client A,Fashion,7.26,87.0,3.11,2.26,6314.0,2795.0
2023-04-02,Client B - Beauty,Sales,1128680,675084,77592,40678,18454,1144,322,5338608.0,2125440.0,2023-04,True,True,Client B,Beauty,6.87,52.0,0.79,2.51,16580.0,6601.0
2023-04-02,Client C - Fashion,Traffic,1002430,324298,158498,80424,0,0,0,0.0,8012680.0,2023-04,True,True,Client C,Fashion,15.81,100.0,0.0,0.0,0.0,0.0
2023-04-02,Client D - Beauty,Traffic,1877806,149116,93524,11808,0,0,0,0.0,5009312.0,2023-04,True,True,Client D,Beauty,4.98,424.0,0.0,0.0,0.0,0.0
2023-04-02,Client E - FMCG,Traffic,1467816,518910,72710,57874,0,0,0,0.0,5687282.0,2023-04,True,True,Client E,FMCG,4.95,98.0,0.0,0.0,0.0,0.0
2023-04-02,Client F - FMCG,Traffic,1046340,756180,172114,85606,0,0,0,0.0,6633726.0,2023-04,True,True,Client F,FMCG,16.45,77.0,0.0,0.0,0.0,0.0
2023-04-02,Client F - FMCG,Sales,1329048,405816,82146,31588,16272,1068,1172,2646976.0,5613580.0,2023-04,True,True,Client F,FMCG,6.18,178.0,3.71,0.47,2259.0,4790.0
2023-04-03,Client B - Beauty,Traffic,1034052,968454,121550,75188,0,0,0,0.0,8241912.0,2023-04,False,True,Client B,Beauty,11.75,110.0,0.0,0.0,0.0,0.0
2023-04-03,Client B - Beauty,Sales,1668080,409216,84340,21470,15936,1122,688,8779368.0,2399878.0,2023-04,False,True,Client B,Beauty,5.06,112.0,3.2,3.66,12761.0,3488.0
2023-04-03,Client C - Fashion,Traffic,1904406,430942,190194,94922,0,0,0,0.0,5101394.0,2023-04,False,True,Client C,Fashion,9.99,54.0,0.0,0.0,0.0,0.0
2023-04-03,Client C - Fashion,Sales,1532770,723584,80534,32614,7638,1654,1670,15103282.0,8951502.0,2023-04,False,True,Client C,Fashion,5.25,274.0,5.12,1.69,9044.0,5360.0
2023-04-03,Client D - Beauty,Traffic,1829368,440986,156522,10644,0,0,0,0.0,3421520.0,2023-04,False,True,Client D,Beauty,8.56,321.0,0.0,0.0,0.0,0.0
2023-04-03,Client E - FMCG,Traffic,1994458,529682,145276,38500,0,0,0,0.0,1666186.0,2023-04,False,True,Client E,FMCG,7.28,43.0,0.0,0.0,0.0,0.0
2023-04-03,Client F - FMCG,Traffic,782996,423838,72008,36732,0,0,0,0.0,9133922.0,2023-04,False,True,Client F,FMCG,9.2,249.0,0.0,0.0,0.0,0.0
2023-04-04,Client A - Fashion,Traffic,1303388,600496,67692,25952,0,0,0,0.0,8838764.0,2023-04,False,True,Client A,Fashion,5.19,341.0,0.0,0.0,0.0,0.0
2023-04-04,Client B - Beauty,Traffic,769264,109560,88292,64186,0,0,0,0.0,2011202.0,2023-04,False,True,Client B,Beauty,11.48,31.0,0.0,0.0,0.0,0.0
2023-04-04,Client B - Beauty,Sales,726066,568908,122714,67240,6498,544,106,1499110.0,9007032.0,2023-04,False,True,Client B,Beauty,16.9,134.0,0.16,0.17,14143.0,84972.0
